candidate,matrix_id,lambda,completed_horizon,observed_fissions,inherited_count,inherited_fraction_registered,total_breaks_registered,longest_inherited_run,mean_growth_updates,final_entropy,final_occupied_types,final_top1_share,final_throughput,final_risk,lambda_zero_plain_bitwise_exact
02,40,0.3,1.0,60.0,57.0,0.9500000000000001,3.0,49.333333333333336,38.01111111111111,2.510602767895974,19.333333333333332,0.2916666666666667,209.6506500773313,0.4677306374966365,1.0
02,41,0.0,1.0,60.0,60.0,1.0,0.0,60.0,18.03333333333333,0.7611392016357149,6.333333333333333,0.8166666666666668,21426.604760427213,0.0015772292974179588,1.0
02,41,0.1,1.0,60.0,60.0,1.0,0.0,60.0,13.883333333333333,0.26015607687925707,3.0,0.9416666666666668,28020.530237745905,0.0003067948930649418,1.0
02,41,0.3,1.0,60.0,60.0,1.0,0.0,60.0,8.916666666666666,0.3750818428582002,4.0,0.9166666666666666,26581.590592109904,0.0005343016562548307,1.0
02,42,0.0,1.0,60.0,53.333333333333336,0.888888888888889,6.666666666666667,23.0,46.555555555555564,2.674684406492902,21.0,0.21666666666666667,147.18969606747265,0.5734834618053727,1.0
02,42,0.1,1.0,60.0,47.666666666666664,0.7944444444444444,12.333333333333334,18.0,44.76111111111111,2.95856636744163,25.0,0.18333333333333335,136.56751990845774,0.6501183416388218,1.0
02,42,0.3,1.0,60.0,45.0,0.75,15.0,16.0,45.050000000000004,3.001544783658282,24.666666666666668,0.1416666666666667,42.85497751961132,0.7131758596688235,1.0
02,43,0.0,1.0,60.0,57.666666666666664,0.9611111111111111,2.3333333333333335,37.666666666666664,41.166666666666664,2.3814788841358805,17.333333333333332,0.3,184.4267459598673,0.27136169077926886,1.0
02,43,0.1,1.0,60.0,54.666666666666664,0.9111111111111111,5.333333333333333,31.666666666666668,41.644444444444446,2.575662605544772,19.666666666666668,0.25,180.7811787885984,0.47498001940045054,1.0
02,43,0.3,1.0,60.0,54.666666666666664,0.9111111111111111,5.333333333333333,28.333333333333332,41.38333333333333,2.6718527558796445,20.0,0.19166666666666665,324.24623725964847,0.42046042808462647,1.0
02,44,0.0,1.0,60.0,59.666666666666664,0.9944444444444445,0.3333333333333333,50.666666666666664,34.605555555555554,2.057692668604804,15.333333333333334,0.39999999999999997,731.7590362411429,0.0878690302995835,1.0
02,44,0.1,1.0,60.0,59.666666666666664,0.9944444444444445,0.3333333333333333,54.333333333333336,35.23333333333333,1.595684132518971,11.666666666666666,0.525,1843.4077038821908,0.06114314284514397,1.0
02,44,0.3,1.0,60.0,60.0,1.0,0.0,60.0,30.63888888888889,1.781212094847018,14.0,0.5333333333333333,858.1382357995484,0.03131230008418665,1.0
02,45,0.0,1.0,60.0,55.333333333333336,0.9222222222222222,4.666666666666667,39.666666666666664,51.97222222222222,2.4608910147069736,17.666666666666668,0.2333333333333333,123.53151960372502,0.35397773831317153,1.0
02,45,0.1,1.0,60.0,52.333333333333336,0.8722222222222222,7.666666666666667,19.0,53.5,2.8201786316357826,22.666666666666668,0.20000000000000004,129.73222577574927,0.4982018214486274,1.0
